freq,unit,sex,age,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,NR,F,Y70-74,BE34	4213 	4520 	4882 	5325 	5804 	6141 	6269 	6320 	6251 	6301 	6227 	6197 	6232 	6157 	6045 	5940 	5751 	5593 	5544 	5541 	5564 	5373 	5096 	4919 	4723 b	4590 	4657 	5216 	5682 	6167 	6543 
A,NR,M,Y70-74,BE34	3003 	3209 	3530 	3884 	4234 	4470 	4478 	4548 	4623 	4650 	4692 	4806 	4899 	4898 	4874 	4884 	4754 	4605 	4645 	4593 	4534 	4468 	4277 	4089 	4068 b	4118 	4221 	4718 	5212 	5698 	6004 
A,NR,T,Y70-74,BE34	7216 	7729 	8412 	9209 	10038 	10611 	10747 	10868 	10874 	10951 	10919 	11003 	11131 	11055 	10919 	10824 	10505 	10198 	10189 	10134 	10098 	9841 	9373 	9008 	8791 b	8708 	8878 	9934 	10894 	11865 	12547 
A,NR,F,Y70-74,BE35	7303 	8137 	9104 	10225 	11095 	11610 	11588 	11513 	11443 	11427 	11325 	11254 	11328 	11361 	11195 	11024 	10695 	10359 	10231 	10248 	10246 	10114 	9834 	9431 	9130 b	8979 	9207 	10261 	11347 	12462 	13242 
A,NR,M,Y70-74,BE35	5118 	5679 	6281 	7120 	7789 	8266 	8371 	8449 	8395 	8431 	8522 	8543 	8531 	8606 	8530 	8404 	8135 	8060 	8025 	8125 	8219 	8274 	7930 	7685 	7644 b	7601 	7813 	8867 	9947 	10863 	11648 
A,NR,T,Y70-74,BE35	12421 	13816 	15385 	17345 	18884 	19876 	19959 	19962 	19838 	19858 	19847 	19797 	19859 	19967 	19725 	19428 	18830 	18419 	18256 	18373 	18465 	18388 	17764 	17116 	16774 b	16580 	17020 	19128 	21294 	23325 	24890 
A,NR,F,Y70-74,BG31	23243 	24580 	29288 	34600 	38316 	40496 	40714 	40427 	39294 	38650 	36626 	35605 	33703 	33538 	33555 	33538 	32676 	32428 	30830 	29678 	28633 	27793 	27022 	26778 	27024 	27525 	28177 	29733 	30901 	31853 	32515 
A,NR,M,Y70-74,BG31	19557 	20333 	24058 	28020 	30401 	31674 	31968 	31572 	30624 	29843 	28406 	27537 	26294 	26285 	26209 	26116 	25291 	24644 	23151 	21966 	20840 	20089 	19157 	18965 	19436 	19990 	20391 	21558 	22456 	23025 	23446 
A,NR,T,Y70-74,BG31	42800 	44913 	53346 	62620 	68717 	72170 	72682 	71999 	69918 	68493 	65032 	63142 	59997 	59823 	59764 	59654 	57967 	57072 	53981 	51644 	49473 	47882 	46179 	45743 	46460 	47515 	48568 	51291 	53357 	54878 	55961 
A,NR,F,Y70-74,BG32	17620 	18719 	21878 	25827 	28939 	30601 	30661 	30694 	29963 	29886 	28882 	29080 	27896 	28378 	28795 	29373 	28601 	28591 	27302 	26288 	25424 	25428 	25629 	26348 	27088 	27828 	28788 	29706 	30529 	31161 	31980 
A,NR,M,Y70-74,BG32	14954 	15644 	17988 	20904 	22912 	23834 	24008 	23920 	23287 	23334 	22508 	22411 	21189 	21609 	21975 	22079 	21435 	21242 	20015 	18913 	18173 	18223 	18368 	18930 	19498 	19963 	20467 	20952 	21503 	21879 	22424 
A,NR,T,Y70-74,BG32	32574 	34363 	39866 	46731 	51851 	54435 	54669 	54614 	53250 	53220 	51390 	51491 	49085 	49987 	50770 	51452 	50036 	49833 	47317 	45201 	43597 	43651 	43997 	45278 	46586 	47791 	49255 	50658 	52032 	53040 	54404 
A,NR,F,Y70-74,BG33	14576 	15558 	17559 	20617 	22842 	24312 	24807 	25329 	25080 	25448 	24903 	25137 	24600 	25017 	25675 	26638 	26223 	26455 	25875 	25137 	24209 	24236 	24383 	24891 	25618 	26335 	27246 	28364 	29160 	30388 	31731 
A,NR,M,Y70-74,BG33	12376 	13015 	14632 	16885 	18531 	19277 	19364 	19677 	19579 	19723 	19587 	19690 	19266 	19447 	19713 	20234 	19670 	19482 	18857 	18224 	17431 	17380 	17447 	17933 	18369 	18978 	19372 	20215 	20639 	21436 	22312 
A,NR,T,Y70-74,BG33	26952 	28573 	32191 	37502 	41373 	43589 	44171 	45006 	44659 	45171 	44490 	44827 	43866 	44464 	45388 	46872 	45893 	45937 	44732 	43361 	41640 	41616 	41830 	42824 	43987 	45313 	46618 	48579 	49799 	51824 	54043 
A,NR,F,Y70-74,BG34	18029 	18653 	21705 	25932 	28602 	30049 	30470 	31677 	31308 	32229 	32127 	32717 	31534 	31849 	32456 	33311 	32586 	32727 	32285 	31309 	29813 	29943 	29207 	28760 	28914 	29129 	29265 	30649 	31878 	33647 	35301 
A,NR,M,Y70-74,BG34	14258 	14700 	17090 	20239 	22129 	22927 	23432 	24205 	24127 	24801 	24842 	25249 	24220 	24383 	24550 	24943 	24368 	24350 	23762 	22913 	21610 	21257 	20689 	20300 	20223 	20461 	20492 	21595 	22341 	23681 	24980 
A,NR,T,Y70-74,BG34	32287 	33353 	38795 	46171 	50731 	52976 	53902 	55882 	55435 	57030 	56969 	57966 	55754 	56232 	57006 	58254 	56954 	57077 	56047 	54222 	51423 	51200 	49896 	49060 	49137 	49590 	49757 	52244 	54219 	57328 	60281 
A,NR,F,Y70-74,BG41	31713 	34499 	39731 	47112 	52090 	55916 	56750 	58323 	57765 	58393 	56747 	57030 	56252 	56613 	57071 	58236 	57321 	57316 	56017 	54756 	53145 	52454 	51647 	51984 	53180 	53972 	55857 	59179 	61324 	63491 	66459 
A,NR,M,Y70-74,BG41	25009 	27094 	31506 	36781 	40373 	42735 	43242 	44049 	43262 	43661 	42663 	42511 	41148 	41110 	41091 	41397 	40258 	40082 	39291 	38486 	37643 	37357 	36670 	36596 	37327 	37967 	38942 	41471 	42862 	44036 	45852 
A,NR,T,Y70-74,BG41	56722 	61593 	71237 	83893 	92463 	98651 	99992 	102372 	101027 	102054 	99410 	99541 	97400 	97723 	98162 	99633 	97579 	97398 	95308 	93242 	90788 	89811 	88317 	88580 	90507 	91939 	94799 	100650 	104186 	107527 	112311 
A,NR,F,Y70-74,BG42	24587 	25720 	29301 	34601 	38472 	40409 	41343 	42808 	42877 	43936 	43695 	44506 	42891 	43556 	44123 	45718 	45075 	45495 	44279 	43461 	41596 	41721 	41151 	41345 	41207 	41172 	41598 	43385 	43930 	45232 	47530 
A,NR,M,Y70-74,BG42	19452 	20194 	22676 	26218 	28629 	29903 	30479 	31747 	31749 	32744 	32717 	33141 	32153 	32649 	33178 	34134 	33452 	33376 	32323 	31353 	29895 	29604 	29162 	29243 	28953 	28971 	29297 	30626 	30740 	31695 	33558 
A,NR,T,Y70-74,BG42	44039 	45914 	51977 	60819 	67101 	70312 	71822 	74555 	74626 	76680 	76412 	77647 	75044 	76205 	77301 	79852 	78527 	78871 	76602 	74814 	71491 	71325 	70313 	70588 	70160 	70143 	70895 	74011 	74670 	76927 	81088 
A,NR,F,Y70-74,CH01	: 	22448 	23978 	25006 	26169 	27052 	27235 	27122 	27019 	27165 	27267 	27508 	27748 	27721 	27908 	28112 	28035 	28068 	28114 	28568 	28750 	29153 	30140 	31552 	33240 	35087 	36376 	37723 	38623 	38999 	38834 
A,NR,M,Y70-74,CH01	: 	16506 	17587 	18324 	19278 	19857 	20012 	19875 	19747 	19989 	20278 	20638 	21214 	21622 	21962 	22338 	22743 	23002 	23164 	23558 	23932 	24146 	24867 	26107 	27529 	29090 	30689 	31978 	32545 	32791 	32577 
A,NR,T,Y70-74,CH01	: 	38954 	41565 	43330 	45447 	46909 	47247 	46997 	46766 	47154 	47545 	48146 	48962 	49343 	49870 	50450 	50778 	51070 	51278 	52126 	52682 	53299 	55007 	57659 	60769 	64177 	67065 	69701 	71168 	71790 	71411 
A,NR,F,Y70-74,CH02	: 	34121 	35490 	36399 	37605 	38384 	38244 	37965 	37939 	37725 	37496 	37620 	37567 	37761 	37847 	37757 	37698 	37737 	37347 	37073 	37339 	37224 	38084 	39543 	41436 	43211 	45321 	47157 	48347 	49371 	49750 
A,NR,M,Y70-74,CH02	: 	26443 	27258 	27922 	28554 	28777 	28478 	28286 	28338 	28307 	28586 	28628 	28704 	29003 	29415 	29878 	30249 	30546 	30859 	31202 	31526 	31349 	32369 	34372 	36350 	38583 	40868 	42856 	43943 	44982 	45426 
A,NR,T,Y70-74,CH02	: 	60564 	62748 	64321 	66159 	67161 	66722 	66251 	66277 	66032 	66082 	66248 	66271 	66764 	67262 	67635 	67947 	68283 	68206 	68275 	68865 	68573 	70453 	73915 	77786 	81794 	86189 	90013 	92290 	94353 	95176 
A,NR,F,Y70-74,CH03	: 	17054 	18322 	19081 	19862 	20949 	21072 	21012 	21186 	21600 	21670 	21854 	21991 	22288 	22206 	22282 	22448 	22658 	22659 	22875 	23045 	23300 	23711 	24653 	25552 	26386 	27208 	27956 	28351 	28741 	29047 
A,NR,M,Y70-74,CH03	: 	12917 	13607 	14115 	14699 	15515 	15669 	15724 	16109 	16356 	16608 	17130 	17508 	17751 	17847 	18249 	18485 	18724 	18833 	19283 	19486 	19753 	20552 	21617 	22598 	23673 	24655 	25529 	25995 	26385 	26586 
A,NR,T,Y70-74,CH03	: 	29971 	31929 	33196 	34561 	36464 	36741 	36736 	37295 	37956 	38278 	38984 	39499 	40039 	40053 	40531 	40933 	41382 	41492 	42158 	42531 	43053 	44263 	46270 	48150 	50059 	51863 	53485 	54346 	55126 	55633 
A,NR,F,Y70-74,CH04	: 	21456 	22868 	23795 	24638 	25424 	25595 	25689 	25759 	25957 	26257 	26432 	26733 	26687 	26695 	26691 	26782 	27017 	27114 	27490 	27803 	28175 	28891 	29997 	30950 	32117 	33052 	33788 	34261 	34354 	34276 
A,NR,M,Y70-74,CH04	: 	15724 	16794 	17320 	17871 	18309 	18466 	18514 	18783 	18921 	19445 	19874 	20311 	20710 	20916 	21358 	21659 	22055 	22253 	22677 	22914 	23269 	24151 	25447 	26753 	27974 	29204 	29960 	30266 	30242 	29926 
A,NR,T,Y70-74,CH04	: 	37180 	39662 	41115 	42509 	43733 	44061 	44203 	44542 	44878 	45702 	46306 	47044 	47397 	47611 	48049 	48441 	49072 	49367 	50167 	50717 	51444 	53042 	55444 	57703 	60091 	62256 	63748 	64527 	64596 	64202 
A,NR,F,Y70-74,CH05	: 	19633 	19769 	20487 	21194 	21811 	21846 	21740 	21631 	21544 	21444 	21454 	21457 	21543 	21467 	21493 	21473 	21739 	21798 	22136 	22421 	22967 	23426 	24196 	25071 	25963 	26681 	27613 	28265 	28770 	29188 
A,NR,M,Y70-74,CH05	: 	15571 	15339 	15675 	16022 	16289 	16192 	16025 	15982 	15956 	15994 	16132 	16458 	16852 	17051 	17467 	17899 	18229 	18341 	18917 	19418 	19832 	20620 	21677 	22758 	23912 	25095 	26044 	26797 	27426 	27920 
A,NR,T,Y70-74,CH05	: 	35204 	35108 	36162 	37216 	38100 	38038 	37765 	37613 	37500 	37438 	37586 	37915 	38395 	38518 	38960 	39372 	39968 	40139 	41053 	41839 	42799 	44046 	45873 	47829 	49875 	51776 	53657 	55062 	56196 	57108 
A,NR,F,Y70-74,CH06	: 	10900 	11018 	11268 	11628 	12020 	12166 	12313 	12496 	12720 	12883 	13182 	13223 	13513 	13813 	14021 	14205 	14445 	14528 	14522 	14609 	14737 	15019 	15514 	16016 	16556 	17115 	17582 	18043 	18476 	18819 
A,NR,M,Y70-74,CH06	: 	8707 	8659 	9015 	9199 	9400 	9514 	9652 	9822 	9943 	10179 	10495 	10774 	11009 	11392 	11693 	11915 	12181 	12310 	12566 	12778 	13061 	13612 	14142 	14870 	15674 	16320 	16918 	17464 	17948 	18236 
A,NR,T,Y70-74,CH06	: 	19607 	19677 	20283 	20827 	21420 	21680 	21965 	22318 	22663 	23062 	23677 	23997 	24522 	25205 	25714 	26120 	26626 	26838 	27088 	27387 	27798 	28631 	29656 	30886 	32230 	33435 	34500 	35507 	36424 	37055 
A,NR,F,Y70-74,CH07	: 	6259 	6553 	6913 	7316 	7630 	7687 	7693 	7653 	7612 	7601 	7622 	7734 	7748 	7906 	7998 	8253 	8330 	8465 	8586 	8704 	8784 	9138 	9392 	9628 	9927 	10022 	10228 	10400 	10557 	10483 
A,NR,M,Y70-74,CH07	: 	4143 	4516 	4740 	4876 	5089 	5057 	5032 	5134 	5176 	5260 	5428 	5552 	5697 	5994 	6234 	6540 	6856 	7135 	7344 	7575 	7698 	7870 	8147 	8321 	8573 	8643 	8908 	9061 	9074 	9023 
A,NR,T,Y70-74,CH07	: 	10402 	11069 	11653 	12192 	12719 	12744 	12725 	12787 	12788 	12861 	13050 	13286 	13445 	13900 	14232 	14793 	15186 	15600 	15930 	16279 	16482 	17008 	17539 	17949 	18500 	18665 	19136 	19461 	19631 	19506 
A,NR,F,Y70-74,CY00	8867 	8990 	9124 	9244 	9459 	9760 	10123 	10474 	10768 	11080 	11325 	11544 	11851 	12092 	12266 	12499 	12735 	12845 	13196 	13644 	14208 	14813 	15349 	15709 	15947 	16247 	16676 	17293 	18260 	19422 	20521 
A,NR,M,Y70-74,CY00	7584 	7697 	7830 	7973 	8151 	8408 	8641 	8838 	8960 	9035 	9132 	9164 	9571 	9753 	9996 	10249 	10568 	10892 	11438 	12058 	12741 	13444 	13985 	14274 	14373 	14691 	14960 	15464 	16205 	17152 	18241 
A,NR,T,Y70-74,CY00	16451 	16687 	16954 	17217 	17610 	18168 	18764 	19312 	19728 	20115 	20457 	20708 	21422 	21845 	22262 	22748 	23303 	23737 	24634 	25702 	26949 	28257 	29334 	29983 	30320 	30938 	31636 	32757 	34465 	36574 	38762 
A,NR,F,Y70-74,CZ01	: 	: 	26334 	30505 	34613 	36166 	36237 	35458 	34260 	33467 	32536 	31953 	31333 	30774 	29632 	28467 	26793 	25589 	24386 	24097 	23753 	24414 	25406 	27234 	29967 	33363 	35473 	38835 	40887 	41186 	40673 
A,NR,M,Y70-74,CZ01	: 	: 	16602 	19360 	21993 	23228 	23395 	23388 	23090 	22841 	22554 	21931 	21520 	21070 	20507 	19851 	18837 	18127 	17587 	17461 	17583 	18312 	19474 	20833 	23093 	25601 	26798 	29038 	30580 	30699 	30400 
A,NR,T,Y70-74,CZ01	: 	: 	42936 	49865 	56606 	59394 	59632 	58846 	57350 	56308 	55090 	53884 	52853 	51844 	50139 	48318 	45630 	43716 	41973 	41558 	41336 	42726 	44880 	48067 	53060 	58964 	62271 	67873 	71467 	71885 	71073 
A,NR,F,Y70-74,CZ02	: 	: 	20138 	23760 	27003 	28644 	28751 	28739 	28343 	28187 	27786 	27808 	27511 	27231 	26576 	26154 	25321 	24572 	23951 	23910 	23850 	24478 	25473 	26737 	28776 	30944 	32462 	35539 	38334 	39777 	41007 
A,NR,M,Y70-74,CZ02	: 	: 	13165 	15260 	17592 	18480 	18716 	18675 	18716 	18649 	18793 	19062 	19150 	19203 	18925 	18623 	18090 	17746 	17370 	17451 	17612 	18525 	19388 	20705 	22579 	24574 	25935 	28635 	31143 	32599 	33609 
A,NR,T,Y70-74,CZ02	: 	: 	33303 	39020 	44595 	47124 	47467 	47414 	47059 	46836 	46579 	46870 	46661 	46434 	45501 	44777 	43411 	42318 	41321 	41361 	41462 	43003 	44861 	47442 	51355 	55518 	58397 	64174 	69477 	72376 	74616 
A,NR,F,Y70-74,CZ03	: 	: 	20943 	23915 	27021 	28469 	28757 	28333 	28002 	27546 	27098 	27306 	27550 	27607 	27304 	27026 	26371 	25767 	25139 	24979 	24982 	25531 	26270 	27437 	29131 	30951 	32078 	34535 	37028 	38335 	38915 
A,NR,M,Y70-74,CZ03	: 	: 	13897 	15689 	17631 	18530 	18816 	18913 	18910 	19045 	19269 	19527 	19895 	20241 	20124 	20017 	19608 	19188 	18632 	18562 	18697 	19608 	20509 	21784 	23401 	24888 	25675 	27929 	30051 	31374 	32430 
A,NR,T,Y70-74,CZ03	: 	: 	34840 	39604 	44652 	46999 	47573 	47246 	46912 	46591 	46367 	46833 	47445 	47848 	47428 	47043 	45979 	44955 	43771 	43541 	43679 	45139 	46779 	49221 	52532 	55839 	57753 	62464 	67079 	69709 	71345 
A,NR,F,Y70-74,CZ04	: 	: 	18555 	21906 	24897 	26464 	26718 	26489 	25831 	25187 	24232 	23779 	23331 	23092 	22388 	22223 	21759 	21302 	21138 	21442 	22213 	23361 	24477 	25500 	26845 	27962 	28157 	30485 	33353 	35321 	36832 
A,NR,M,Y70-74,CZ04	: 	: 	12146 	14195 	15617 	16055 	15897 	15549 	15102 	14980 	15195 	15495 	15640 	15956 	15964 	15870 	15784 	15648 	15553 	15622 	16086 	17070 	18118 	19172 	20380 	21532 	21889 	23770 	26361 	28183 	29411 
A,NR,T,Y70-74,CZ04	: 	: 	30701 	36101 	40514 	42519 	42615 	42038 	40933 	40167 	39427 	39274 	38971 	39048 	38352 	38093 	37543 	36950 	36691 	37064 	38299 	40431 	42595 	44672 	47225 	49494 	50046 	54255 	59714 	63504 	66243 
A,NR,F,Y70-74,CZ05	: 	: 	25654 	30166 	34562 	36667 	37210 	36999 	36393 	35840 	35175 	35153 	34881 	34687 	34181 	33528 	32334 	31518 	30664 	30198 	30400 	31413 	32593 	33992 	36486 	38812 	40173 	43422 	46927 	48745 	49958 
A,NR,M,Y70-74,CZ05	: 	: 	16866 	19582 	22248 	23375 	23692 	23938 	23860 	23860 	23989 	24284 	24452 	24566 	24529 	24185 	23462 	22764 	22225 	22112 	22322 	23303 	24512 	25819 	27931 	30066 	31230 	34220 	37260 	39101 	40094 
A,NR,T,Y70-74,CZ05	: 	: 	42520 	49748 	56810 	60042 	60902 	60937 	60253 	59700 	59164 	59437 	59333 	59253 	58710 	57713 	55796 	54282 	52889 	52310 	52722 	54716 	57105 	59811 	64417 	68878 	71403 	77642 	84187 	87846 	90052 
A,NR,F,Y70-74,CZ06	: 	: 	29894 	34562 	39074 	40909 	41337 	41053 	40555 	40307 	40044 	39870 	39494 	39289 	38572 	37642 	36623 	35821 	35028 	34934 	35235 	36392 	37908 	39576 	41795 	44093 	45260 	48179 	50925 	52248 	53013 
A,NR,M,Y70-74,CZ06	: 	: 	20047 	22755 	25548 	26457 	26572 	26408 	26358 	26334 	26458 	26697 	26858 	26950 	26851 	26356 	25735 	25284 	25098 	25326 	25647 	26969 	28492 	29995 	32109 	34195 	34931 	37517 	39580 	40685 	41491 
A,NR,T,Y70-74,CZ06	: 	: 	49941 	57317 	64622 	67366 	67909 	67461 	66913 	66641 	66502 	66567 	66352 	66239 	65423 	63998 	62358 	61105 	60126 	60260 	60882 	63361 	66400 	69571 	73904 	78288 	80191 	85696 	90505 	92933 	94504 
A,NR,F,Y70-74,CZ07	: 	: 	21695 	24866 	28278 	29256 	29585 	29789 	29574 	29251 	29162 	29218 	29061 	29167 	28929 	28601 	27751 	27022 	26443 	26521 	26776 	27758 	28688 	29687 	31029 	32343 	33028 	35022 	36976 	38231 	39128 
A,NR,M,Y70-74,CZ07	: 	: 	14140 	15993 	18046 	18629 	18845 	18880 	18771 	18746 	18928 	19100 	19298 	19602 	19482 	19338 	18982 	18594 	18273 	18596 	18955 	19901 	20846 	21929 	22910 	24106 	24358 	26159 	27852 	29047 	29938 
A,NR,T,Y70-74,CZ07	: 	: 	35835 	40859 	46324 	47885 	48430 	48669 	48345 	47997 	48090 	48318 	48359 	48769 	48411 	47939 	46733 	45616 	44716 	45117 	45731 	47659 	49534 	51616 	53939 	56449 	57386 	61181 	64828 	67278 	69066 
A,NR,F,Y70-74,CZ08	: 	: 	20846 	24321 	27478 	28948 	29511 	29013 	28332 	27807 	27444 	27241 	27400 	27198 	26671 	26060 	25053 	24252 	23862 	24120 	25016 	26980 	28838 	30562 	32547 	33937 	33596 	34610 	36295 	37123 	37925 
A,NR,M,Y70-74,CZ08	: 	: 	12845 	14819 	16588 	17334 	17694 	17399 	17057 	17124 	17256 	17404 	17935 	18316 	18132 	17901 	17762 	17639 	17656 	18161 	18914 	20423 	21757 	22640 	23793 	24676 	24146 	24758 	26109 	27219 	28150 
A,NR,T,Y70-74,CZ08	: 	: 	33691 	39140 	44066 	46282 	47205 	46412 	45389 	44931 	44700 	44645 	45335 	45514 	44803 	43961 	42815 	41891 	41518 	42281 	43930 	47403 	50595 	53202 	56340 	58613 	57742 	59368 	62404 	64342 	66075 
A,NR,F,Y70-74,DE11	60487 	66668 	76251 	86118 	93410 	95117 	93241 	90995 	89271 	88948 	89052 	88691 	88159 	87810 	86564 	88358 	91531 	96277 	102144 	109248 	115227 	118394 	120596 	118132 	114618 	108583 	97979 	90777 	90026 	89407 	91384 
A,NR,M,Y70-74,DE11	33830 	37440 	42949 	48303 	52378 	53767 	54715 	56166 	58684 	63008 	67260 	70525 	72787 	73961 	74068 	76947 	80672 	85423 	90629 	96697 	101801 	103064 	105082 	103714 	100471 	95511 	86092 	79755 	78612 	79213 	80282 
A,NR,T,Y70-74,DE11	94317 	104108 	119200 	134421 	145788 	148884 	147956 	147161 	147955 	151956 	156312 	159216 	160946 	161771 	160632 	165305 	172203 	181700 	192773 	205945 	217028 	221458 	225678 	221846 	215089 	204094 	184071 	170532 	168638 	168620 	171666 
A,NR,F,Y70-74,DE12	44646 	49313 	56392 	63307 	69505 	71215 	69863 	68000 	66788 	66368 	65693 	64976 	63964 	62873 	61148 	62348 	64694 	67993 	71481 	76467 	80099 	81820 	82960 	80485 	77246 	73114 	65600 	60797 	60988 	61871 	64227 
A,NR,M,Y70-74,DE12	25131 	27760 	31812 	35862 	39299 	40296 	40747 	41352 	42938 	45336 	47925 	49806 	50662 	50833 	50493 	52370 	54950 	58211 	62000 	66490 	69718 	70276 	71394 	69375 	67040 	64131 	57679 	53532 	53554 	54383 	56118 
A,NR,T,Y70-74,DE12	69777 	77073 	88204 	99169 	108804 	111511 	110610 	109352 	109726 	111704 	113618 	114782 	114626 	113706 	111641 	114718 	119644 	126204 	133481 	142957 	149817 	152096 	154354 	149860 	144286 	137245 	123279 	114329 	114542 	116254 	120345 
A,NR,F,Y70-74,DE13	33817 	37380 	42754 	48210 	52802 	54405 	53569 	52179 	51250 	50990 	50719 	50423 	49928 	49332 	48361 	49449 	51046 	53747 	56948 	61171 	64129 	65907 	67016 	64919 	62192 	58793 	52652 	48411 	47905 	48143 	49739 
A,NR,M,Y70-74,DE13	18363 	20407 	23508 	26211 	28988 	29947 	30686 	31372 	32713 	35216 	37781 	39820 	40948 	41682 	41198 	42126 	43744 	46491 	49483 	53077 	56099 	57122 	57748 	55864 	53635 	50903 	45707 	42428 	42266 	42979 	44919 
A,NR,T,Y70-74,DE13	52180 	57787 	66262 	74421 	81790 	84352 	84255 	83551 	83963 	86206 	88500 	90243 	90876 	91014 	89559 	91575 	94790 	100238 	106431 	114248 	120228 	123029 	124764 	120783 	115827 	109696 	98359 	90839 	90171 	91122 	94658 
A,NR,F,Y70-74,DE14	26339 	28939 	33083 	37250 	40860 	41944 	40956 	39970 	39636 	39252 	39003 	38932 	38532 	38055 	37543 	38211 	39439 	41664 	44426 	47502 	50282 	51851 	52794 	51328 	49300 	46398 	41466 	38405 	38187 	38615 	39920 
A,NR,M,Y70-74,DE14	14285 	15813 	18176 	20393 	22222 	22958 	23444 	24118 	25387 	27355 	29366 	30729 	31356 	31681 	31842 	32549 	34160 	36343 	39052 	41778 	44673 	45757 	46493 	45442 	43809 	41056 	36994 	35072 	34942 	35401 	36922 
A,NR,T,Y70-74,DE14	40624 	44752 	51259 	57643 	63082 	64902 	64400 	64088 	65023 	66607 	68369 	69661 	69888 	69736 	69385 	70760 	73599 	78007 	83478 	89280 	94955 	97608 	99287 	96770 	93109 	87454 	78460 	73477 	73129 	74016 	76842 
A,NR,F,Y70-74,DE21	67107 	73459 	83074 	94442 	102021 	103905 	101419 	97909 	94320 	91840 	90287 	88881 	87160 	86752 	85803 	87753 	92007 	98011 	104501 	112755 	120659 	127338 	132415 	132017 	130357 	125566 	115130 	109248 	108905 	108262 	108639 
A,NR,M,Y70-74,DE21	37067 	40551 	45862 	52728 	56798 	57607 	57835 	58349 	59943 	63532 	66938 	69700 	71155 	71480 	71107 	73658 	77302 	82480 	88959 	96888 	104481 	111577 	116545 	116397 	114706 	110647 	101322 	95362 	94769 	93374 	92320 
A,NR,T,Y70-74,DE21	104174 	114010 	128936 	147170 	158819 	161512 	159254 	156258 	154263 	155372 	157225 	158581 	158315 	158232 	156910 	161411 	169309 	180491 	193460 	209643 	225140 	238915 	248960 	248414 	245063 	236213 	216452 	204610 	203674 	201636 	200959 
A,NR,F,Y70-74,DE22	19728 	21841 	24961 	27574 	30526 	31588 	31243 	30746 	29946 	29579 	29383 	29066 	28671 	28560 	27871 	27985 	28709 	29475 	30537 	32140 	33672 	34816 	35192 	34072 	32605 	30353 	27134 	25998 	26849 	27806 	29182 
A,NR,M,Y70-74,DE22	11037 	12076 	13830 	15570 	17148 	17621 	17807 	18125 	18880 	19929 	21162 	21945 	22431 	22493 	22251 	22497 	23384 	24419 	25503 	27318 	29058 	30185 	31050 	30495 	29413 	27754 	24995 	23923 	24758 	25678 	26966 
A,NR,T,Y70-74,DE22	30765 	33917 	38791 	43144 	47674 	49209 	49050 	48871 	48826 	49508 	50545 	51011 	51102 	51053 	50122 	50482 	52093 	53894 	56040 	59458 	62730 	65001 	66242 	64567 	62018 	58107 	52129 	49921 	51607 	53484 	56148 
A,NR,F,Y70-74,DE23	18235 	20166 	23142 	25329 	28000 	28879 	28708 	28340 	27842 	27709 	27471 	27294 	26916 	26480 	25870 	26205 	26754 	27543 	28538 	29996 	31408 	32444 	32609 	31266 	29378 	26983 	23669 	22406 	22949 	23602 	24678 
A,NR,M,Y70-74,DE23	10225 	11293 	12906 	14469 	15955 	16485 	16725 	16867 	17414 	18491 	19649 	20304 	20605 	20614 	20240 	20674 	21391 	22296 	23488 	24879 	26258 	27255 	27826 	26929 	25799 	24002 	21343 	20150 	20679 	21618 	22749 
A,NR,T,Y70-74,DE23	28460 	31459 	36048 	39798 	43955 	45364 	45433 	45207 	45256 	46200 	47120 	47598 	47521 	47094 	46110 	46879 	48145 	49839 	52026 	54875 	57666 	59699 	60435 	58195 	55177 	50985 	45012 	42556 	43628 	45220 	47427 
A,NR,F,Y70-74,DE24	20933 	23156 	26453 	29631 	32656 	33622 	33008 	32042 	31321 	31063 	30876 	30420 	30056 	29782 	28986 	29246 	30033 	31076 	32161 	33804 	34895 	35843 	35713 	33885 	31871 	29348 	25607 	23873 	24685 	25524 	26537 
A,NR,M,Y70-74,DE24	11684 	12945 	14793 	16724 	18325 	18934 	19118 	19241 	19774 	20845 	21747 	22491 	22462 	22403 	21910 	22391 	23269 	24249 	25494 	27272 	28617 	29869 	30231 	29076 	27574 	25837 	22781 	21589 	22378 	23165 	24103 
A,NR,T,Y70-74,DE24	32617 	36101 	41246 	46355 	50981 	52556 	52126 	51283 	51095 	51908 	52623 	52911 	52518 	52185 	50896 	51637 	53302 	55325 	57655 	61076 	63512 	65712 	65944 	62961 	59445 	55185 	48388 	45462 	47063 	48689 	50640 
A,NR,F,Y70-74,DE25	29523 	32488 	37058 	41951 	45751 	46551 	45258 	43932 	42579 	42073 	41689 	41437 	40849 	40512 	39540 	40390 	41588 	43273 	45490 	48751 	51118 	52834 	53972 	52287 	50194 	47262 	42044 	39308 	39850 	40377 	41279 
A,NR,M,Y70-74,DE25	16457 	18102 	20613 	23391 	25416 	25833 	25915 	26343 	27376 	29117 	30788 	31880 	32338 	32339 	31921 	32584 	34082 	35920 	38165 	40983 	43793 	45103 	46005 	44904 	43315 	41002 	36941 	34828 	35651 	36066 	36598 
